Data ID,Temperature 1,Temperature 2,Temperature 3,Temperature 4,Temperature 5,Temperature 6,Temperature 7,Temperature 8,Temperature 9,Temperature 10,Pressure 1,Pressure 2,Pressure 3,Flow 1,Flow 2,Flow 3,Current 1,Current 2,Switch 1,Switch 2,Switch 3,Output 1,Output 2
2018-03-29 15:59:10,43.3924955857433,1.1419182006811122,7.4423361257087866,16.689008826958123,42.75192802917907,,,,,,10.514108092472032,10.089775491890046,10.443131461291209,2.1202428411246594,2.301231961169075,2.5336619794797253,5.7342250572678015,5.4123238228345185,True,True,True,82.58517313937675,26.375680681759903
2018-03-29 15:59:20,41.3544126327781,41.855913298088126,8.245452323213902,0.26883199052427553,38.314078262319526,-4.974240249166097,7.587765540315498,20.237111710997194,33.35560494589029,32.90103005072297,10.241221074943466,10.817221897244492,10.720900546942143,2.9732055293846322,2.4957306787632496,2.7325846301845114,5.464368394603548,5.585825228960214,True,True,True,14.671039364475197,11.263176480052673
2018-03-29 15:59:30,35.897300755092694,5.517297246226526,40.20779152596311,34.67977699035025,17.34438233211739,5.4409749298338745,19.299226619370746,,,,10.18295286551835,10.935537919023544,10.845542147739296,2.314416339970198,2.6677998340363365,2.29411465662225,5.018600381787111,5.581439497951542,True,True,True,20.389604662784883,5.837879981697379
2018-03-29 15:59:40,18.66334558443156,3.547437531874081,42.08706820360551,39.3354734263463,44.06776451004456,42.219377436510925,4.522325911287515,42.26744001824235,0.694349690509731,29.537022115776722,10.794735296778153,10.100012386545515,10.852085274688385,2.0640356782622598,2.178657874210896,2.537137735050355,5.587090754840322,5.445058864207605,True,True,True,52.409753439542364,62.3891038616
2018-03-29 15:59:50,36.45311879869022,9.654694430845467,36.887967354010726,7.941819853718423,16.738049828992956,,,,,,10.375051164615396,10.182724209994788,10.311252446359285,2.428697372524721,2.8062371503924846,2.4897699438500767,5.308692854171109,5.315424110410475,True,True,True,51.63365936969126,37.5225746008165
2018-03-29 16:00:00,35.05375716221957,-3.7267199382053873,-1.8440005642523971,37.16825768617136,0.8226775796057844,27.466047689354987,15.031498457672019,27.38467583232955,,,10.188477160103012,10.506841781956844,10.188555806661254,2.5382573209265615,2.255644082418294,2.940681202418121,5.41829066448836,5.63024707042875,True,True,True,88.73176245606646,86.34422771052252
2018-03-29 16:00:10,44.59145472718052,12.310896335156201,32.39590882226983,15.288031727839527,0.6016712470553234,43.2380719591005,19.83885961723532,,,,10.94915844200928,10.959802957639843,10.36905615680295,2.0426484605929223,2.178736687481331,2.2447593187341264,5.614166120564148,5.350585769683644,True,True,True,82.29204559704462,22.772673191959893
2018-03-29 16:00:20,32.21902004227138,13.159503636214573,44.306791628552105,-0.22152573047172908,7.4141556523095495,39.3367210324373,0.23458324400731279,3.0519579123387643,25.11434532070643,7.702235525545619,10.08162151669252,10.260877955093594,10.990491370277088,2.786295213524107,2.5621194095810798,2.5922123367859804,5.1061543257285695,5.836387978165342,True,True,True,27.454353168182582,3.6759512308596847
2018-03-29 16:00:30,43.58637234237806,3.637074910171016,11.313381766026591,37.56587898622008,18.83371343113864,14.276992084566018,2.4919861129675747,13.732486846376823,43.980370030914536,37.254708670390364,10.671949476160249,10.994609469745912,10.639012672479943,2.3554805900410614,2.3217025088046888,2.5644471522199574,5.940047138679405,5.927442239108939,True,True,True,69.31900948107122,25.988862829514666
2018-03-29 16:00:40,8.104631212913626,8.284485234676808,5.727011074097936,-3.9007202802292373,35.441037796005034,33.29516473428596,22.586017108433758,0.13480575586354782,-3.159595428040214,,10.699617667094495,10.8232719523549,10.960418723472456,2.7050930540584686,2.5625182040886223,2.1353637243999533,5.980499834824085,5.006081157251148,True,True,True,34.22251009676644,77.53200469967457
2018-03-29 16:00:50,9.051645093788668,43.7030547020382,21.4723326234869,35.57563087342123,18.22680150515202,-2.0307036597174433,-1.260610727619805,24.570098387782085,21.099331213517697,,10.054833984598591,10.72570283954329,10.979408561214283,2.8165763712477756,2.3185643451915086,2.599454321842968,5.991696568294538,5.291750079630247,True,True,True,35.027363221176635,74.35563165521552
2018-03-29 16:01:00,12.437158499386975,,,,,,,,,,10.95726048341187,10.578885310702493,10.973436278725654,2.491927935366408,2.819807390275916,2.736266358022047,5.444288314594228,5.880259904147276,True,True,True,3.9291643313162696,13.986718801828014
2018-03-29 16:01:10,28.049695617737548,40.4774446330954,29.097852615037468,39.84820722870199,-3.243980256368435,11.650141162181463,8.632610321732908,,,,10.390127553052386,10.018488292244173,10.663889391034262,2.460775729873456,2.937189542709507,2.1998963368994917,5.8242636820618126,5.472962259174471,True,True,True,79.87225086266015,16.28133272499167
2018-03-29 16:01:20,10.5803649378991,8.321249046141686,,,,,,,,,10.920983610631875,10.753804209941075,10.074086808274172,2.571264196937597,2.917493305063845,2.1004861019366188,5.905666918658652,5.424694191783214,True,True,True,32.855648953731766,54.30514649423942
