Data ID,Temperature 1,Temperature 2,Temperature 3,Temperature 4,Pressure 1,Pressure 2,Pressure 3,Flow 1,Flow 2,Flow 3,Current 1,Current 2,Switch 1,Switch 2,Switch 3,Output 1,Output 2
2018-01-20 15:09:59.876129,25.549787698758195,29.57320611074519,1.1837898429302927,31.36683476104897,10.460478733994545,10.081070865134222,10.746202295117751,2.1823071576531436,2.239867050162421,2.174956823915653,5.908527391855842,5.206205606191608,True,True,True,91.77855822865178,30.2353333003186
2018-01-20 15:11:34.098519,-2.4495360540172992,,,,10.056000785294158,10.44629787102653,10.430541616194784,2.7574726628208865,2.2791456102530794,2.7044787067112734,5.949743190465353,5.714378106795188,True,True,True,64.81815791207262,8.900678571067125
2018-01-20 15:11:44.098968,19.18197963099931,,,,10.196462753682395,10.343468453027398,10.411979232263777,2.8525954672065637,2.186045574372429,2.134153230583345,5.291750268912513,5.535144491902472,True,True,True,48.70691803382592,7.834480617040597
2018-01-20 16:06:57.946451,28.545532208501804,35.82146612518939,7.555102929547523,,10.652910851520744,10.646388808156704,10.754038264849685,2.737994670073999,2.5143489118218474,2.6008711955995576,5.762577679104333,5.061422634376973,True,True,True,1.1746180108038136,66.25593590650388
2018-01-20 16:07:07.946961,19.004059428684982,1.6272238010333497,4.102640617713192,14.378825845918023,10.753361258399067,10.762582903584581,10.222474764553569,2.1374701410641253,2.1088607753337594,2.298945701825379,5.920455273652962,5.834866691530637,True,True,True,52.713899731070725,61.60870010771857
2018-01-20 16:08:24.419817,33.30259888359059,15.907915408619814,,,10.92263462667617,10.218025922877676,10.556676141962807,2.464038136331918,2.765485004387742,2.5399631248714876,5.959176063780521,5.84336600073981,True,True,True,72.13266166684932,24.884775951821176
2018-01-20 16:08:34.420307,31.74306734898404,21.473451796050014,-4.379698033137548,,10.320312615226568,10.395943459655907,10.935619491655114,2.0819282634460934,2.531477621462323,2.6077642954384475,5.247249154182028,5.011773435705637,True,True,True,63.01128411522266,90.23266724216498
2018-01-20 16:09:38.195564,24.76242182256997,34.74873918883065,2.2634974988587953,,10.760327853052317,10.482550094824013,10.82047173235606,2.2623312931914707,2.0680354226114637,2.009353792230558,5.647437037601487,5.532521331325866,True,True,True,21.277427301848473,43.55471512566737
2018-01-20 16:10:21.216340,24.115325045015872,15.405309910860588,30.71401613931659,30.894867902274733,10.963416630519587,10.865039949243027,10.038422701183382,2.573127734098442,2.387590776678427,2.771436065224094,5.978222972189072,5.722482437799208,True,True,True,33.209334526391835,18.893754033317613
2018-01-20 16:10:31.217048,-0.7973739038124439,36.140017180594384,,,10.773555602916534,10.734918386045832,10.066183912198248,2.6693255458207488,2.74027856880603,2.442452704094113,5.340442948902346,5.592596884573271,True,True,True,20.28853660812515,28.594551706721187
2018-01-20 16:29:53.963501,25.22589604015363,,,,10.37058636277003,10.883105053835415,10.531229833671995,2.847796571383854,2.9644630563293726,2.7166752316308926,5.379950352916823,5.919521377921763,True,True,True,41.861717320334236,44.037673340035546
2018-01-20 16:30:03.963953,12.610816909037215,-4.848751777049144,,,10.21645547589132,10.407841446006145,10.885555126799662,2.24788470676521,2.912118514131967,2.5612190484770947,5.657137199696268,5.31372074207751,True,True,True,32.681519097120606,33.70785138992074
2018-01-20 16:30:13.964415,17.25740689717417,1.5233534814236993,25.13052041527678,,10.147741158839958,10.168889704668102,10.583865589817863,2.162074006523627,2.2723881564255226,2.6964893587540995,5.053372962471099,5.726550022267385,True,True,True,6.784947734121485,6.067196022453931
2018-01-20 16:43:28.252778,20.77498078576831,,,,10.862948226961462,10.969051833434452,10.86146424663275,2.9856250933053756,2.8052745050643395,2.229254126273303,5.943809577471297,5.896279946129556,True,True,True,2.464614002099054,26.939666946117033
2018-01-20 16:43:38.253257,17.012444736626936,28.59590244807592,29.214520040760277,,10.412563377387889,10.700021307710662,10.477960297052872,2.6119139128160342,2.1711615145117023,2.398983283232059,5.579682389041443,5.321829839503447,True,True,True,38.47972491605886,28.47024607900437
2018-01-20 16:45:39.594300,21.774516081145034,2.7967461282073494,,,10.29586192002262,10.726751950538336,10.324212870541047,2.377084597774701,2.0162940610669544,2.587369779667046,5.869863835174759,5.162657297578221,True,True,True,94.11783122475981,63.92360135625325
2018-01-20 17:19:02.559779,44.18027709218253,0.13961838700361895,,,10.60951749949962,10.009623871159683,10.748017469997954,2.9369690742914325,2.4562503849082242,2.093221577545112,5.523315327263145,5.0313836783552315,True,True,True,96.44635016905777,24.756856494208265
2018-01-20 17:19:12.560273,41.166202405936986,16.273827476726208,39.113912778337784,38.17014963307339,10.860807499753339,10.175657778306647,10.046206609980498,2.3290296460635362,2.1218957737593804,2.0327788277274004,5.331981014758578,5.593877906660833,True,True,True,2.022805947895836,22.0105729842773
2018-01-20 17:19:22.560735,27.952779062882456,2.482325184551053,,,10.660862211427366,10.038618474356733,10.784403519210409,2.954565415667491,2.021069229424197,2.286537214792264,5.721968891781222,5.004870819357004,True,True,True,3.8366489742717116,63.78130655224914
2018-01-20 17:19:49.893497,28.057448580800155,16.778774327502997,38.54045118508692,,10.826977711304174,10.203133889231337,10.025991963796347,2.7553358104164336,2.083648321915465,2.218086069772565,5.061651494153653,5.96172225649555,True,True,True,31.123533488718444,17.0761016521351
2018-01-20 17:20:32.497985,30.345140444705926,18.51849412626601,43.26604020490579,34.50046966576001,10.078278697552708,10.780435160700987,10.5269290420075,2.645168358110509,2.552408269061094,2.669935522459116,5.078205581962141,5.733679079690545,True,True,True,75.39161111453058,60.493283914800344
